Year,Category,Nominee,Additional Info,Won?
2009 (82nd),Scientific and Technical (Technical Achievement Award),To HAYDEN LANDIS, KEN McGAUGH and HILMAR KOCH for advancing the technique of ambient occlusion rendering. Ambient occlusion has enabled a new level of realism in synthesized imagery and has become a standard tool for computer graphics lighting in motion pictures. [Digital Imaging Technology],
2009 (82nd),Scientific and Technical (Technical Achievement Award),To BJoRN HEDeN for the design and mechanical engineering of the silent, two-stage planetary friction drive Heden Lens Motors. Solving a series of problems with one integrated mechanism, this device had an immediate and significant impact on the motion picture industry. [Photography]
2008 (81st),Actor -- Leading Role,Richard Jenkins,The Visitor {'Walter'},FALSE
2008 (81st),Actor -- Leading Role,Frank Langella,Frost/Nixon {'Richard Nixon'},FALSE
2008 (81st),Actor -- Leading Role,Sean Penn,Milk {'Harvey Milk'},TRUE
2008 (81st),Actor -- Leading Role,Brad Pitt,The Curious Case of Benjamin Button {'Benjamin Button'},FALSE
2008 (81st),Actor -- Leading Role,Mickey Rourke,The Wrestler {'Randy'},FALSE
2008 (81st),Actor -- Supporting Role,Josh Brolin,Milk {'Dan White'},FALSE
2008 (81st),Actor -- Supporting Role,Robert Downey Jr.,Tropic Thunder {'Kirk Lazarus'},FALSE
2008 (81st),Actor -- Supporting Role,Philip Seymour Hoffman,Doubt {'Father Brendan Flynn'},FALSE
2008 (81st),Actor -- Supporting Role,Heath Ledger,The Dark Knight {'Joker'},TRUE
2008 (81st),Actor -- Supporting Role,Michael Shannon,Revolutionary Road {'John Givings'},FALSE
2008 (81st),Actress -- Leading Role,Anne Hathaway,Rachel Getting Married {'Kym'},FALSE
2008 (81st),Actress -- Leading Role,Angelina Jolie,Changeling {'Christine Collins'},FALSE
2008 (81st),Actress -- Leading Role,Melissa Leo,Frozen River {'Ray Eddy'},FALSE
2008 (81st),Actress -- Leading Role,Meryl Streep,Doubt {'Sister Aloysius Beauvier'},FALSE
2008 (81st),Actress -- Leading Role,Kate Winslet,The Reader {'Hanna Schmitz'},TRUE
2008 (81st),Actress -- Supporting Role,Amy Adams,Doubt {'Sister James'},FALSE
2008 (81st),Actress -- Supporting Role,Penelope Cruz,Vicky Cristina Barcelona {'Maria Elena'},TRUE
2008 (81st),Actress -- Supporting Role,Viola Davis,Doubt {'Mrs. Miller'},FALSE
2008 (81st),Actress -- Supporting Role,Taraji P. Henson,The Curious Case of Benjamin Button {'Queenie'},FALSE
2008 (81st),Actress -- Supporting Role,Marisa Tomei,The Wrestler {'Cassidy'},FALSE
2008 (81st),Animated Feature Film,Bolt,Chris Williams and Byron Howard,FALSE
2008 (81st),Animated Feature Film,Kung Fu Panda,John Stevenson and Mark Osborne,FALSE
2008 (81st),Animated Feature Film,WALL-E,Andrew Stanton,TRUE
2008 (81st),Art Direction,Changeling,Art Direction: James J. Murakami; Set Decoration: Gary Fettis,FALSE
2008 (81st),Art Direction,The Curious Case of Benjamin Button,Art Direction: Donald Graham Burt; Set Decoration: Victor J. Zolfo,TRUE
2008 (81st),Art Direction,The Dark Knight,Art Direction: Nathan Crowley; Set Decoration: Peter Lando,FALSE
2008 (81st),Art Direction,The Duchess,Art Direction: Michael Carlin; Set Decoration: Rebecca Alleway,FALSE
2008 (81st),Art Direction,Revolutionary Road,Art Direction: Kristi Zea; Set Decoration: Debra Schutt,FALSE
2008 (81st),Cinematography,Changeling,Tom Stern,FALSE
2008 (81st),Cinematography,The Curious Case of Benjamin Button,Claudio Miranda,FALSE
2008 (81st),Cinematography,The Dark Knight,Wally Pfister,FALSE
2008 (81st),Cinematography,The Reader,Chris Menges and Roger Deakins,FALSE
2008 (81st),Cinematography,Slumdog Millionaire,Anthony Dod Mantle,TRUE
2008 (81st),Costume Design,Australia,Catherine Martin,FALSE
2008 (81st),Costume Design,The Curious Case of Benjamin Button,Jacqueline West,FALSE
2008 (81st),Costume Design,The Duchess,Michael O'Connor,TRUE
2008 (81st),Costume Design,Milk,Danny Glicker,FALSE
2008 (81st),Costume Design,Revolutionary Road,Albert Wolsky,FALSE
2008 (81st),Directing,The Curious Case of Benjamin Button,David Fincher,FALSE
2008 (81st),Directing,Frost/Nixon,Ron Howard,FALSE
2008 (81st),Directing,Milk,Gus Van Sant,FALSE
2008 (81st),Directing,The Reader,Stephen Daldry,FALSE
2008 (81st),Directing,Slumdog Millionaire,Danny Boyle,TRUE
2008 (81st),Documentary (Feature),The Betrayal (Nerakhoon),Ellen Kuras and Thavisouk Phrasavath,FALSE
2008 (81st),Documentary (Feature),Encounters at the End of the World,Werner Herzog and Henry Kaiser,FALSE
2008 (81st),Documentary (Feature),The Garden,Scott Hamilton Kennedy,FALSE
2008 (81st),Documentary (Feature),Man on Wire,James Marsh and Simon Chinn,TRUE
2008 (81st),Documentary (Feature),Trouble the Water,Tia Lessin and Carl Deal,FALSE
2008 (81st),Documentary (Short Subject),The Conscience of Nhem En,Steven Okazaki,FALSE
2008 (81st),Documentary (Short Subject),The Final Inch,Irene Taylor Brodsky and Tom Grant,FALSE
2008 (81st),Documentary (Short Subject),Smile Pinki,Megan Mylan,TRUE
2008 (81st),Documentary (Short Subject),The Witness - From the Balcony of Room 306,Adam Pertofsky and Margaret Hyde,FALSE
2008 (81st),Film Editing,The Curious Case of Benjamin Button,Kirk Baxter and Angus Wall,FALSE
2008 (81st),Film Editing,The Dark Knight,Lee Smith,FALSE
2008 (81st),Film Editing,Frost/Nixon,Mike Hill and Dan Hanley,FALSE
2008 (81st),Film Editing,Milk,Elliot Graham,FALSE
2008 (81st),Film Editing,Slumdog Millionaire,Chris Dickens,TRUE
2008 (81st),Foreign Language Film,The Baader Meinhof Complex,Germany,FALSE
2008 (81st),Foreign Language Film,The Class,France,FALSE
2008 (81st),Foreign Language Film,Departures,Japan,TRUE
2008 (81st),Foreign Language Film,Revanche,Austria,FALSE
2008 (81st),Foreign Language Film,Waltz with Bashir,Israel,FALSE
2008 (81st),Makeup,The Curious Case of Benjamin Button,Greg Cannom,TRUE
2008 (81st),Makeup,The Dark Knight,John Caglione, Jr. and Conor O'Sullivan
2008 (81st),Makeup,Hellboy II: The Golden Army,Mike Elizalde and Thom Floutz,FALSE
2008 (81st),Music (Scoring),The Curious Case of Benjamin Button,Alexandre Desplat,FALSE
2008 (81st),Music (Scoring),Defiance,James Newton Howard,FALSE
2008 (81st),Music (Scoring),Milk,Danny Elfman,FALSE
2008 (81st),Music (Scoring),Slumdog Millionaire,A.R. Rahman,TRUE
2008 (81st),Music (Scoring),WALL-E,Thomas Newman,FALSE
2008 (81st),Music (Song),WALL-E,Music by Peter Gabriel and Thomas Newman; Lyric by Peter Gabriel,FALSE
2008 (81st),Music (Song),Slumdog Millionaire,Music by A.R. Rahman; Lyric by Gulzar,TRUE
2008 (81st),Music (Song),Slumdog Millionaire,Music and Lyric by A.R. Rahman and Maya Arulpragasam,FALSE
2008 (81st),Best Picture,The Curious Case of Benjamin Button,Kathleen Kennedy, Frank Marshall and Cean Chaffin
2008 (81st),Best Picture,Frost/Nixon,Brian Grazer, Ron Howard and Eric Fellner
2008 (81st),Best Picture,Milk,Dan Jinks and Bruce Cohen, Producers
2008 (81st),Best Picture,The Reader,Anthony Minghella, Sydney Pollack
2008 (81st),Best Picture,Slumdog Millionaire,Christian Colson, Producer
2008 (81st),Short Film (Animated),La Maison en Petits Cubes,Kunio Kato,TRUE
2008 (81st),Short Film (Animated),Lavatory - Lovestory,Konstantin Bronzit,FALSE
2008 (81st),Short Film (Animated),Oktapodi,Emud Mokhberi and Thierry Marchand,FALSE
2008 (81st),Short Film (Animated),Presto,Doug Sweetland,FALSE
2008 (81st),Short Film (Animated),This Way Up,Alan Smith and Adam Foulkes,FALSE
2008 (81st),Short Film (Live Action),Auf der Strecke (On the Line),Reto Caffi,FALSE
2008 (81st),Short Film (Live Action),Manon on the Asphalt,Elizabeth Marre and Olivier Pont,FALSE
2008 (81st),Short Film (Live Action),New Boy,Steph Green and Tamara Anghie,FALSE
2008 (81st),Short Film (Live Action),The Pig,Tivi Magnusson and Dorte Hugh,FALSE
2008 (81st),Short Film (Live Action),Spielzeugland (Toyland),Jochen Alexander Freydank,TRUE
2008 (81st),Sound,The Curious Case of Benjamin Button,David Parker, Michael Semanick
2008 (81st),Sound,The Dark Knight,Lora Hirschberg, Gary Rizzo and Ed Novick
2008 (81st),Sound,Slumdog Millionaire,Ian Tapp, Richard Pryke and Resul Pookutty
2008 (81st),Sound,WALL-E,Tom Myers, Michael Semanick and Ben Burtt
2008 (81st),Sound,Wanted,Chris Jenkins, Frank A. Montano and Petr Forejt
2008 (81st),Sound Editing,The Dark Knight,Richard King,TRUE
2008 (81st),Sound Editing,Iron Man,Frank Eulner and Christopher Boyes,FALSE
2008 (81st),Sound Editing,Slumdog Millionaire,Glenn Freemantle and Tom Sayers,FALSE
2008 (81st),Sound Editing,WALL-E,Ben Burtt and Matthew Wood,FALSE
2008 (81st),Sound Editing,Wanted,Wylie Stateman,FALSE
2008 (81st),Visual Effects,The Curious Case of Benjamin Button,Eric Barba, Steve Preeg
2008 (81st),Visual Effects,The Dark Knight,Nick Davis, Chris Corbould
2008 (81st),Visual Effects,Iron Man,John Nelson, Ben Snow
2008 (81st),Writing,The Curious Case of Benjamin Button,Screenplay by Eric Roth; Screen story by Eric Roth and Robin Swicord,FALSE
2008 (81st),Writing,Doubt,Written by John Patrick Shanley,FALSE
2008 (81st),Writing,Frost/Nixon,Screenplay by Peter Morgan,FALSE
2008 (81st),Writing,The Reader,Screenplay by David Hare,FALSE
2008 (81st),Writing,Slumdog Millionaire,Screenplay by Simon Beaufoy,TRUE
2008 (81st),Writing,Frozen River,Written by Courtney Hunt,FALSE
2008 (81st),Writing,Happy-Go-Lucky,Written by Mike Leigh,FALSE
2008 (81st),Writing,In Bruges,Written by Martin McDonagh,FALSE
2008 (81st),Writing,Milk,Written by Dustin Lance Black,TRUE
2008 (81st),Writing,WALL-E,Screenplay by Andrew Stanton, Jim Reardon; Original story by Andrew Stanton
2008 (81st),Jean Hersholt Humanitarian Award,Jerry Lewis,,TRUE
2008 (81st),Scientific and Technical (Scientific and Engineering Award),To ERWIN MELZNER for the overall concept including the optical and cooling systems, VOLKER SCHUMACHER for the optical design, and TIMO MoLLER for the mechanical design
2008 (81st),Scientific and Technical (Scientific and Engineering Award),To JACQUES DELACOUX for the concept and electronic design, and ALEXANDRE LEUCHTER for the software and electronic design, of the Transvideo video-assist monitors for the motion picture industry. Using color LCD screens
2008 (81st),Scientific and Technical (Scientific and Engineering Award),To BRUNO COUMERT and JACQUES DEBIZE for the optical design, and DOMINIQUE CHERVIN and CHRISTOPHE REBOULET for the mechanical design, of the compact and lightweight Angenieux 15-40 and 28-76 zoom lenses for handheld motion picture photography. With focus and zoom functions that can be easily controlled by either the operator or focus puller while filming handheld
2008 (81st),Scientific and Technical (Technical Achievement Award),To STEVE HYLeN for the concept and his continued leadership in the further development of the Hylen Lens System for motion picture effects photography. When attached to a film or digital production camera, this versatile aerial image device can produce a wide variety of optical effects interactively, on set and in real time without post-production image manipulation. [Lenses and Filters]
2008 (81st),Scientific and Technical (Gordon E. Sawyer Award),Ed Catmull,,TRUE
2008 (81st),Scientific and Technical (Bonner Medal),To Mark Kimball in appreciation for outstanding service and dedication in upholding the high standards of the Academy of Motion Picture Arts and Sciences.,,TRUE
2007 (80th),Actor -- Leading Role,George Clooney,Michael Clayton {'Michael Clayton'},FALSE
2007 (80th),Actor -- Leading Role,Daniel Day-Lewis,There Will Be Blood {'Daniel Plainview'},TRUE
2007 (80th),Actor -- Leading Role,Johnny Depp,Sweeney Todd The Demon Barber of Fleet Street {'Sweeney Todd'},FALSE
2007 (80th),Actor -- Leading Role,Tommy Lee Jones,In the Valley of Elah {'Hank Deerfield'},FALSE
2007 (80th),Actor -- Leading Role,Viggo Mortensen,Eastern Promises {'Nikolai'},FALSE
2007 (80th),Actor -- Supporting Role,Casey Affleck,The Assassination of Jesse James by the Coward Robert Ford {'Robert Ford'},FALSE
2007 (80th),Actor -- Supporting Role,Javier Bardem,No Country for Old Men {'Anton Chigurh'},TRUE
2007 (80th),Actor -- Supporting Role,Philip Seymour Hoffman,Charlie Wilson's War {'Gust Avrakotos'},FALSE
2007 (80th),Actor -- Supporting Role,Hal Holbrook,Into the Wild {'Ron Franz'},FALSE
2007 (80th),Actor -- Supporting Role,Tom Wilkinson,Michael Clayton {'Arthur Edens'},FALSE
2007 (80th),Actress -- Leading Role,Cate Blanchett,Elizabeth: The Golden Age {'Queen Elizabeth I'},FALSE
2007 (80th),Actress -- Leading Role,Julie Christie,Away from Her {'Fiona'},FALSE
2007 (80th),Actress -- Leading Role,Marion Cotillard,La Vie en Rose {'Edith Piaf'},TRUE
2007 (80th),Actress -- Leading Role,Laura Linney,The Savages {'Wendy Savage'},FALSE
2007 (80th),Actress -- Leading Role,Ellen Page,Juno {'Juno MacGuff'},FALSE
2007 (80th),Actress -- Supporting Role,Cate Blanchett,I'm Not There {'Jude'},FALSE
2007 (80th),Actress -- Supporting Role,Ruby Dee,American Gangster {'Mama Lucas'},FALSE
2007 (80th),Actress -- Supporting Role,Saoirse Ronan,Atonement {'Briony Tallis, aged 13'}
2007 (80th),Actress -- Supporting Role,Amy Ryan,Gone Baby Gone {'Helene McCready'},FALSE
2007 (80th),Actress -- Supporting Role,Tilda Swinton,Michael Clayton {'Karen Crowder'},TRUE
2007 (80th),Animated Feature Film,Persepolis,Marjane Satrapi and Vincent Paronnaud,FALSE
2007 (80th),Animated Feature Film,Ratatouille,Brad Bird,TRUE
2007 (80th),Animated Feature Film,Surf's Up,Ash Brannon and Chris Buck,FALSE
2007 (80th),Art Direction,American Gangster,Art Direction: Arthur Max; Set Decoration: Beth A. Rubino,FALSE
2007 (80th),Art Direction,Atonement,Art Direction: Sarah Greenwood; Set Decoration: Katie Spencer,FALSE
2007 (80th),Art Direction,The Golden Compass,Art Direction: Dennis Gassner; Set Decoration: Anna Pinnock,FALSE
2007 (80th),Art Direction,Sweeney Todd The Demon Barber of Fleet Street,Art Direction: Dante Ferretti; Set Decoration: Francesca Lo Schiavo,TRUE
2007 (80th),Art Direction,There Will Be Blood,Art Direction: Jack Fisk; Set Decoration: Jim Erickson,FALSE
2007 (80th),Cinematography,The Assassination of Jesse James by the Coward Robert Ford,Roger Deakins,FALSE
2007 (80th),Cinematography,Atonement,Seamus McGarvey,FALSE
2007 (80th),Cinematography,The Diving Bell and the Butterfly,Janusz Kaminski,FALSE
2007 (80th),Cinematography,No Country for Old Men,Roger Deakins,FALSE
2007 (80th),Cinematography,There Will Be Blood,Robert Elswit,TRUE
2007 (80th),Costume Design,Across the Universe,Albert Wolsky,FALSE
2007 (80th),Costume Design,Atonement,Jacqueline Durran,FALSE
2007 (80th),Costume Design,Elizabeth: The Golden Age,Alexandra Byrne,TRUE
2007 (80th),Costume Design,La Vie en Rose,Marit Allen,FALSE
2007 (80th),Costume Design,Sweeney Todd The Demon Barber of Fleet Street,Colleen Atwood,FALSE
2007 (80th),Directing,The Diving Bell and the Butterfly,Julian Schnabel,FALSE
2007 (80th),Directing,Juno,Jason Reitman,FALSE
2007 (80th),Directing,Michael Clayton,Tony Gilroy,FALSE
2007 (80th),Directing,No Country for Old Men,Joel Coen and Ethan Coen,TRUE
2007 (80th),Directing,There Will Be Blood,Paul Thomas Anderson,FALSE
2007 (80th),Documentary (Feature),No End in Sight,Charles Ferguson and Audrey Marrs,FALSE
2007 (80th),Documentary (Feature),Operation Homecoming: Writing the Wartime Experience,Richard E. Robbins,FALSE
2007 (80th),Documentary (Feature),Sicko,Michael Moore and Meghan O'Hara,FALSE
2007 (80th),Documentary (Feature),Taxi to the Dark Side,Alex Gibney and Eva Orner,TRUE
2007 (80th),Documentary (Feature),War/Dance,Andrea Nix Fine and Sean Fine,FALSE
2007 (80th),Documentary (Short Subject),Freeheld,Cynthia Wade and Vanessa Roth,TRUE
2007 (80th),Documentary (Short Subject),La Corona (The Crown),Amanda Micheli and Isabel Vega,FALSE
2007 (80th),Documentary (Short Subject),Salim Baba,Tim Sternberg and Francisco Bello,FALSE
2007 (80th),Documentary (Short Subject),Sari's Mother,James Longley,FALSE
2007 (80th),Film Editing,The Bourne Ultimatum,Christopher Rouse,TRUE
2007 (80th),Film Editing,The Diving Bell and the Butterfly,Juliette Welfling,FALSE
2007 (80th),Film Editing,Into the Wild,Jay Cassidy,FALSE
2007 (80th),Film Editing,No Country for Old Men,Roderick Jaynes,FALSE
2007 (80th),Film Editing,There Will Be Blood,Dylan Tichenor,FALSE
2007 (80th),Foreign Language Film,Beaufort,Israel,FALSE
2007 (80th),Foreign Language Film,The Counterfeiters,Austria,TRUE
2007 (80th),Foreign Language Film,Katyn,Poland,FALSE
2007 (80th),Foreign Language Film,Mongol,Kazakhstan,FALSE
2007 (80th),Foreign Language Film,12,Russia,FALSE
2007 (80th),Makeup,La Vie en Rose,Didier Lavergne and Jan Archibald,TRUE
2007 (80th),Makeup,Norbit,Rick Baker and Kazuhiro Tsuji,FALSE
2007 (80th),Makeup,Pirates of the Caribbean: At World's End,Ve Neill and Martin Samuel,FALSE
2007 (80th),Music (Scoring),Atonement,Dario Marianelli,TRUE
2007 (80th),Music (Scoring),The Kite Runner,Alberto Iglesias,FALSE
2007 (80th),Music (Scoring),Michael Clayton,James Newton Howard,FALSE
2007 (80th),Music (Scoring),Ratatouille,Michael Giacchino,FALSE
2007 (80th),Music (Scoring),3:10 to Yuma,Marco Beltrami,FALSE
2007 (80th),Music (Song),Once,Music and Lyric by Glen Hansard and Marketa Irglova,TRUE
2007 (80th),Music (Song),Enchanted,Music by Alan Menken; Lyric by Stephen Schwartz,FALSE
